Stemming;label
anak bungsu masuk sandwich generation atur uang ortukeluarganya nyisihin butuh;neutral
jujur penasaran gay bilang sandwich generation teman konsep benerbener bingung meni anak biaya orang tauanya sandwich generation benar pure tidak tahu;negative
sandwich generation sedih yowes tertawa alhamdulilah lagilagi yowes omong gaksi rasai sandwich gen;negative
susah sandwich generation iya ajak orang tua milo rutin jalan;negative
mikir omong remaja sandwich generation;negative
mah bodoh sandwich generation apa penting ajak komitmen partner rumah tangga;negative
susah nabung uang habis sandwich generation moga target;neutral
sandwich generation kakak susah nabung nikah;negative
sandwich pilih baca balas sedih paham orang ogah sandwich generation turun ekspektasiku kait pasang tau jodoh mati duluan;negative
bagus melek edukasi kesiap mental finansial nikah cegah sandwich generation cerai ekonomi kdrt dsb aplg orang nikah nikah anak tanggung anak rojol hadehh;neutral
bikin syukur hidup salah sandwich generation;neutral
gapapaaa pilih orang masingmasing orang terima iya sandwich generation kalo pacar terima keluarga besar sinyalsinyal nolak mending dilanjutin;negative
pro tuju nikah perkara ijab kabul doang sandwich generation tekat nikah bahagiain adik;neutral
enggak pernah rasai sandwich generation masuk keluarga sandwich kaget bikin antem sesuai nikah gantung orang terima pasang iya enggak bisa dipaksain;neutral
sandwich generation beda iya setir keluarga think enggak mau sandwich generation case harus bantu orang tua adik adik sandwich keluarga paham porsi iya;neutral
tuju sandwich generation kesal pikir pasang nderr cari pasang tara enggak usah omong sandwich generation;negative
sandwich generation kali umur bujang asih makan adik kuliah janda tambah mbah tinggal rumah anak tinggal doang hidup;neutral
orang ngeluh akun bisnis gaji digit sandwich generation ngeluh habis pikir gaji umr kabupaten;negative
salah sandwich generation gagal meni calon suami khawatir keluarga miskin sodara anak nanggung beban urus keluarga harga putus;negative
usaha biar anak sandwich generation orang tua;neutral
pacar sandwich generation usaha kaki gampang biaya keluarga biaya optimis;positive
tau sandwich generation langsung googling;neutral
nikah wanita sandwich generation beliau hebat salut perihal finance sepakat logis tuju tuju sepakat serah;positive
calon sandwich generation pro ngehasilin uang bebanin pasang;negative
sedih lihat replyannya orang sandwich generation sandwich generation;negative
sandwich gen nikah nikah orang pikir never want be generation tho but sehat sehat bikin tren;neutral
tuju sandwich generation lupa spark cinta penuh otak mental tanggung tekan lebih baik cari orang enggak bisa terima kondisi;positive
tuju orang sandwich generation kerja bantu keluarga adeknya kuliah huhuhu gamauuu;negative
oh ngebangun rumah tangga ngeubah hidup sandwich generation nikah umur tua iya salah anak tanggung dewasa dibebanin;negative
cewek special sandwich generation spesial pakai telor kerja meni iya tidak apa dia sandwich generation iya tidak apa urus repot;neutral
hmm suami officialy sandwich generation yaallah untung anak bayi butuh bayar sekolah dsb;positive
sandwich generation finansial freedom mah ngaruh;neutral
tau sandwich generation mikir nikah tau depan tanggung orang terima kondisi omong kalimat sakit iya mama untung mama teman beliau nanggung;negative
while this opinion valid sandwich generation sandwich generation sandwich generation situasi keluarga paksa;neutral
tuju keluarga anut sandwich generation orang tua larang uang kakak kerja orang tua takut kakak uang asih adik;neutral
temenku sesuai nikah sandwich generation sandwich pikirin oh yasie orang tua tinggal pikir tmenku maksud adeknya dewasa mandiri;negative
pro korban sandwich generation beli mau mikir kali pikir butuh keluarga adik penuh diajakin pacar gasiap urus keluarga keteter;negative
sandwich generation dipikirpikir kasihan iya deserve bahagia;negative
apa daya sandwich generation tertawa tidak;negative
lihat menang terimakasih kakak ipar nikah abang hitung sandwich generation terima kasih kakak kakak orang hidup;neutral
orang beli handphone harga juta sayang duit kerja juta kumpul yeaahh sandwich generation;neutral
good sandwich generation sadar putus nikah;neutral
sedih omong enggak mau sandwich generation kakak sandwich gen sandwich gen mau kondisi paksa sandwich gen moga sehat lancar rezeki kakak words describe suka;negative
ish sedih baca balas balas pacar sandwich generation takut depan iya;negative
sandwich generation mulia bbrapa paksa nikah teserah suara kondisi keluarga orang beda lemah juang statemen;neutral
tuju jadi sekitar contoh teman kakak nikah sandwich generation jalan kasih nafkah jutabln butuh rumahngurusin orang tua sakit eh tau cowok selingkuh;negative
sandwich generation nikah hidup syukur;neutral
sandwich generation dua adik kasih orang tua bayarin kuliah kesal iya lihat projecting orang orang tua uang anak;negative
tenang sandwich generation harap nikah;neutral
sandwich generation alhamdulilah berkat doa orang tua insyaallah tahap istri juang minus masalah sandwich generation tetap juang kuat hebat ingat doa orang tua its work;positive
jujube kesal sandwich generation kesal padang angus sensitive karnataka bean jujur ngehiduoin keluarga usia hopely depan pasang matang financial snapgram;negative
orang sandwich generation kasihan nanggung beban adik kalo meni istrisuaminya kasihan prioritas egois iya keluarga;negative
sandwich generation anak bontot nganggur hasil orang tua sindir anak perkara kasih uang menang salah dieman;neutral
sandwich generation pro mah nikah;neutral
sandwich generation gapapa selagi keluarga nyampurin urus rumah tangga tuntut apaapa suami suami inisiatif bakti;neutral
cewek sandwich generation terfikirkan beban suami kerja bantu orang tua moga suami paham terima kondisi;neutral
faktor gin sandwich generation kerja keras banting tulang tajir melintir bruce wayne tampik zaman tajir hidup urus lancar jalan tol pikir tertawa;positive
kantor omong teman iya tuju tuju iya sandwich generation pilih kadang kesi meni orang tua campur;neutral
hmmm grup netral gantung individu suami kakak sepupu bilang sandwich generation satu anak cowok saudara nikah bantu saudara biayain mama papa;neutral
tuju sandwich generation enak pikir posisi pikir adik anak;positive
tidak tahu niat nikah sandwich generation mau might be salah but gampang cut mati keluarga asal keluarga cemara orang tua tidak sanggup kerja age gap saudara;negative
tarung utangutang orangtua allah kesal kali sandwich generation kekmana;negative
mohon maaf sandwich generation nikah asih pikir mertua;neutral
grup pro sandwich generation prinsip selesai hidup nikah nikah modal suka finansial mental;neutral
tidak apa biaya keluarga tanggung repotin pasang kakak sandwich generation biayain didik adik kadang beli orang tua uang suami atur batas milik pribadi;neutral
nikah sandwich generation uji gen sandwich ribet kuat;neutral
grow sandwich generation besok ngehidupin adekku ibu enggak bisa kerja mungkir nikah optionku persetan orang bilang put yourself before anything anyone orientasi hidup;negative
anak perempuan sandwich generation enggak mau iya kali sandwich gen ketemu sandwich gen beban suami keluarga keluarga tanggung jawab;neutral
semangat sandwich generation cinta orang;positive
anjing sandwich generation lihat rep sedih dikit worth cinta;negative
semangat teman teman sandwich generation usaha kerja stabil gaji biar pasang anak;positive
kayak pro teman kayak sandwich generation keluarga campur urus rumah tangga anak;negative
pro hak jujur depan keluarga paham batas nikah gantung anak offense ngmong aku sandwich generation;negative
sandwich generation pikir nikah kakak awiwkwowkwok;negative
anak sandwich generation wak anak tentu lahir keluarga;neutral
seram anjing ayah sandwich generation hidup zaman kayak susah nikah;negative
iya limapuluh limapuluh jodoh sandwich generation sandwich generation hormat bpaknya kasih uang ken;neutral
samasama cinta preferensi orang bedabeda cari tara sandwich generation meni sandwich generation biar paham hubung;neutral
sandwich generation nikah tanggung keluarga tambah tanggung rumah tangga ampun;negative
kontra dibesarin mm orang guna guna keluarga sendir suami sandwich generation proud tau wajib penuh keluarga catat keluarga biaya manfaatin;neutral
bjir kasihan sandwich generation nikah gara sandwich generation iya;negative
sandwich generation pilih takdir enggak bisa kontrol jalan kasih tuhan beda sesuai ada kontrol dapat pasang terima ada nemenin jalan hidup;neutral
sedih lihat kakakaka sandwich pikir sandwich generation cinta kondisi untung anak moga rezeki kakak anak;positive
kontra calon sandwich generation nikah iya gapapa rezeki biar ngidupin rumah;neutral
kasihan iya sandwich generation hidup keluarga pasang;negative
pro pro pilih tertawa gimanapun cerita biasa jujur lelah anak sandwich generation pilih pilih posisi paksa tertawa;negative
pro pokok lingkar setan sandwich generation putus anak;negative
salah sandwich generation orang tua tidak ada uang asih rumah kakak nikah dikit asih jajan uang butuh rumah mau harap hidup ubah jaya usaha;neutral
pro sandwich generation putus nikah;negative
anak sandwich generation mikir mikir nikah beban pikir mikir nikah tagih sono;negative
tuju teman sandwich generation pikir nikah xixi;neutral
sandwich generation hasil keluarga ribet tidak apa hasil ngepas keluarga ribet suka campur;negative
adulting sandwich generation pikir mikrinnya keluarga;negative
inti enggak tau hidup orang sok anjing lahir sandwich generation jungkir mkirin butuh kakak sakit ati erti;negative
heran orang heran lalu agam sandwich generation bilang pikir iya sahsah ngetweet bilang orangorang;negative
masuk fase iya cepat bentar hubung sandwich generation kah;neutral
alhamdulilah posisi sandwich generation insyaallah jadi duga fisik mental materi;positive
alhamdulilah generation overboard nemu teman kirim uang rumah mama sandwich gen mayoritas model lena;neutral
hard iya sandwich generation huft;neutral
nambahin populasi rusuh kasihan sandwich generation;negative
iri kah cie sandwich generation cie;neutral
kakak kerja financial sejahtera tingkat sandwich generation rencana meni tabung;neutral
sempurna pnyanya andra sandwich generation kakak;positive
iya allah apa redo ikhlas sandwich generation jalan dilancarin iya allah;negative
lagu cocok kaum angkat milenial sigit sandwich generation;positive
orangtua mbandani anak anak wajib mbandani orang tua sandwich generation approved;negative
iya jfi sandwich generation heu;neutral
sandwich generation tertawa hadir topang orang tua renta;neutral
tertawa tanggung hidup bantu orang tua terseokseok suami anak sandwich generation nope iya tunggu mapan syukur nikah mikir berat;negative
orang indonesia ikat komunal just south east asi countries ikat kadang faktor pilih jalan hidup profesi untung asal keluarga privilege sandwich generation;neutral
konteks dzolimi adik ibu sandwich generation adik tau ibu pilih kasih coba cek;neutral
kerja fisik tekan kerja orang tua mudah lawan anak gadis sandwich generation lawan keras dunia kerja;negative
sandwich generation kadang asa guilty bayar ukt beban tanggung salah ngutamain butuh;negative
kadang syukur suka fanatik artis band saving lot of uang cocok kaum mendangmending sandwich generation;positive
kerja puluh pensiun dibikinin farewell pesta habis roti sandwich generation;neutral
hayoo rantau sandwich generation tinggal teman;neutral
kemarin ngebahas teman limit cc umr jakarta sandwich generation makan generasi daerah generasi tahi;neutral
sandwich generation paham salut juang keluarga;positive
sebab rantai poverty trap double deluxe sandwich generation tebal;neutral
iya iya saia sandwich generation;neutral
sulit cari sunscreen cocok saran coba murah salah satu tuhan nyata harga kantong sandwich generation friendly serius iya sunscreen nyaman oily skin iklim tropis sumuk lengket bikin minyak;positive
sandwich generation harap perhati pilih karirnya;neutral
asa kesal banget kerja hasil pakai hidup sandwich generation suka kakak kyuhyun;negative
bahasa inggris roti isi sandwich generation iya;neutral
roti isi sayur nama sandwich generation iya;neutral
sandwich generation berat beban tambah beban neng putusin kayak dapat;negative
anak bungsu sandwich generation kakak;neutral
selamat payday sandwich generation gaji doang;neutral
benar sandwich generation lucu rasa sensasi;positive
wkwkwkwk muak sandwich generation tahi anjing banyak sodara ngehargain bain mati cari uang mati;negative
baca thread sandwich generation harga simpul toxic adik ibu toxic anjing bahasa ngetotan babi;negative
tolong tampar realita semang sandwich generation moga hari senang;neutral
roti pakai sayur nama sandwich generation iya;neutral
kantor sandwich generation dalem kantor sandwich manager tuhan tau kuat ragu;neutral
adik kesal laku inggrit tau laku jelek minimal intropeksi kocak pamer maknya hdh sandwich generation;negative
generasi mikir berkalikali anak sudah sandwich generation anak rasai tau mudah berani kuatin;negative
semangat sandwich generation kata tinggal;positive
nabung nabung nabung nabung nabung jauh mentalitas senang uang mah cari kecuali sandwich generation tanggung percaya saldo angka ipk nikmat;positive
sempat deep bicara istri sesuai cuti kemarin sadar priviledgeku orang tua selesai sandwich generation orang tua bawa anak anak umur;neutral
wishlist pribadi kelah sandwich generation;neutral
dukung perintah sandwich generation pikir;neutral
nasib sandwich generation pikirikan ulang depan;negative
single income family entry level sandwich generation biayain orang tua adik anak langgan tidur suka baca banding asih main jalan beli furniture mending beli majalah sesuai;neutral
pilih kakak pilih anak tanggung tanggung orang tua bawa dunia kakak posisi anak tekan kakak sandwich generation;neutral
pagipagi obrol sandwich generation palung dijelasin snapgram bla bla bla toping pizza generation palung beban apaapa aduh;negative
bilang wali waterlily skin pundak kanan kiri berat tara sandwich generation;neutral
anjing iri iya teman ambil beasiswa sibuk urus bisnis tau egois egois adik sekolah tuhan iri susah sandwich generation;negative
bjirrr gedee segitu mah banyak syukur teman sandwich generation;positive
enggak mau anak sandwich generation sesuai anjur perintah;negative
ngeluh sandwich generation iya teman banyak anak bontot hubung;negative
keluarga prioritas beda tanggung abang langgeng sandwich generation abang gara adeknya iya teman mending coba mandiri cari part gitu bikin usaha;neutral
sesuai sandwich generation maaf senang berat bagi uang hasil kerja lembur jam minggu alias proses ketidakmampuan terima nyata;negative
kuat sandwich generation khawatir selancar sosial media pikir bulan semi tulang punggungetc nikmat takdir lahiriyah masingmasing feb;positive
syulitt aplgi sandwich generation bjirrr;positive
anjay sandwich generation bayar utang;neutral
tau sandwich generation benar tertawa;negative
gaji sandwich generation kelah tiket tds iya tonton indonesia tolong habis lebaran miskin;neutral
nctzen terima thr sesuai tau info ticketing lebaran nctzen mah sandwich generation asih thr keponakan adik kasih uang orang tua sesuai tau ticketing lebaran wkwkwkwkkwkk;neutral
finance tinggal jatah ortumertua adik sandwich generation tertawa;neutral
superior jabat bapak iya kali sandwich generation berani;positive
sandwich generation enggak mau anak usaha orang tua anak jadi anak beban keluarga;negative
kasihan calon suami rasai sandwich generation terima tenang kakak usahain ketemu urus selesai;negative
hidup serba sesuai sesuai hidup hemat sabun habis sampo habis token listrik bunyi bayar wifi paket handphone habis selamat datang sandwich generation;neutral
sandwich generation sungguh lelah fase mana bingung lanjut juang asi henti bingung tahan jadwal tidur bayi gadang;negative
kendara mewah pakai bbm subsidi tau ngebikin sistem biar sasar iya kaji langsung pangkas dampak rakyat miskin rakyat tengah bwh ekonomi rusak cipta sandwich generation;negative
being indonesian stems middle lower kelas sandwich generation anak hadap perintah otoriter;neutral
iya dirasain enak iya tulang punggung keluarga sakit sandwich generation geprek kuatkuat keet;positive
kena iya masyarakat tengah sandwich generation;neutral
gaji juta makek samsung lupa beli indak market place fb inti beli ifon sandwich generation bini anak anjuirrrrrruruuur;neutral
amin moga anak kelak sandwich generation;neutral
sabar sandwich generation sodara tau terima kasih orang tua tuntut pakai sindir kesal;neutral
nyata sandwich generation jatuh miskin uang jajan sesuai kuliah itikad baik;negative
paslon bawa isu middle kelas sandwich generation disiasiakan ckck goreng isu orangorang sadar;negative
single parent maju tulang punggung adik adik rasa sandwich generation berat anak yatim kasihan moga presiden gaakan tambah beban rakyat gunung;negative
didik gratis bantu orangorang tulang punggung keluarga sandwich generation keluar biaya sekolah adikadiknya perempuan single parent bantu program;neutral
tau bahas adegan dewasa juang sandwich generation bikin basah pipi linang air mata;negative
santay teman sepupu enggak pernah pikir nikah fokus kerja sandwich generation angin cowok teman nikah alhamdulilah finansial stabil kerja oke smsm oke ldr;positive
kesal kontol iya collapse miskin sandwich generation anak doang kontoll pakai beli rumah bodoh kuliah jawa goblok mikir memek;negative
teman dukung garis keras bilang gapapa uang sandwich generation anjing grup ngeluh ekonomi keluarga jelek teman bertahuntahun tau kondisi uang cerita;negative
miskin sandwich generation adeknya nganggur tertawa;negative
pikirin keluarga korban orang tengah bawah sandwich generation perempuan indonesia akses informasi iya orangorang sasar empuk bijak kenyang perut jabat;negative
ngeluh bensin mahal sandwich generation plih;negative
sandwich generation buta politik malas kuliah patriark malas mandi be;negative
anak bungsu hidup enak anak bungsu sandwich generation orang pleaser wak bawaanya marah takut durhaka;negative
tipetipe sandwich generation alami kerja jama club sandwich individu milik tanggung anak usia kanakkanak orang tua kakek nenek berat iya;neutral
kohli kakak fan nhi hota avi itni bur gaali deta ki aane wali tumhari generation yaad rakhti;neutral
data kemensos suruh zulhas airlangga rakyat terimakasih jokowi uang rakyat rakyat iya anjing tau iya jokowi pajak bayar kerja sandwich generation kerja rantau kerja sambi kuliah;negative
miskin miskin dikayain tengah apa suruh mikirr bpjs bayar bansos ukt pakai kipkjp semangat sandwich generation hehehe kuatin bahu iya mnguatkn bahu;negative
benar jepit terhimpit moga waras manusia kuat sandwich generation tumpuk petrus jakandor samyang jumanji;negative
bayang sandwich generation hadap anjing pilih engappp taikkkkkkk bwajingannnnn;negative
anak cemerlang anak sandwich generation ayah beban apa;negative
tolong kakak anak sandwich generation rantau hopeless romantic tahan hidup kpopers pusing pikir gaji gaji;negative
sandwich generation extra bbm program subsidi kelas tengah nihil tidak apa gemoyyyyy;neutral
dokter sandwich generation dissecting uang;neutral
eh sumpah sandwich generation mpe pakai resort bujuk genap hardcore mpe mohon asih tau bijak ngaruh langsung otomatis ngaruh doski bebal;negative
of kursus mandiri kerja keras sandwich generation xixi;neutral
larang kakak nikah cepat tunggu selesai biar sandwich generation wisuda kejar target kakak tidak apa biar cepat selesai;negative
tau gasii brusan omong sandwich generation takut benar;negative
tekan anak sandwich generation masyaallah moga allah kuat;neutral
lihat gesss sandwich generation nyoblos nepo baby;neutral
cut mati sandwich generation ki abot tenan ra sono mbelani wkw;negative
baik solution anak sandwich generation orang tua kerja anjeeenggggg susah pasang tolong;negative
sandwich generation oke kerja miskin aduh sumpah pusing gituloh orangtua tua iya gakbisa cari uang nanggung biaya anak adik;negative
program suka paslon keluarga miskin sarjana orang rasai dampak sarjana sandwich generation program dampak depan ngentasin miskin;neutral
oy caleg doang butuh mahasiswa jobseeker sandwich generation quarter hidup cricis;neutral
gais kakak nguliahin adik asih uang orang tua kerja tau gaji anak sandwich generation enggak punya tabung;negative
teman sandwich generation gaji cicil gede beli cicil nilai cicil gaji susah depan;negative
untung pacar tara tara benar anak sandwich generation gws;positive
ahahhahahahaha teman laki teman gadis hasil sandwich generation dekat mundur financial freedom;neutral
tambah anak sandwich generation padu mantap bin anjing;positive
sandwich generation binneul short written mawrooms;neutral
sandwich generation banding freedom finance iya jaohh ngopi cantik saldo tambah;neutral
beli air ketemu teman hujan posisi bawa baby enggak mau neduh hmmm teman nikah duluan janda sandwich generation untung nafkah kucing;neutral
anjing sandwich generation bikin emosi paksa just stfu;negative
kakak chat jujur pinjam online sandwich generation musti hidup keluarga;neutral
harga ajar mahasiswa terbit harga sandwich generation;neutral
politik iya keluarga keluarga besar orang ekonomi susah dukung otw sandwich generation takut;negative
punya mom always said ill always be her responsibility until im married kadang pulang kasih jajan sandwich generation enggak pernah harus bayar but work punya family suka themlt;positive
sepele disebutin oke kawin nikah mertua sakit mantu sandwich generation ranah maksud nikah anak cowok tuntut nafkah orang tua;negative
kurang tahu greedy ambil picture profit but kapok resign kerja kesal sandwich generation kerja rasai hasil;negative
poin jadi musuh cari ribut sama visi misi meni kompleks anggap sepele efek nikah biar rasai sepele hutang cicil sandwich generation dsb;negative
pasang tinggal duluan habis hobi tunda jalan iya tabung bebanin anak sandwich generation;negative
oh iya teman teman nikah mapan duls biar anak gweh gajadi sandwich generation;neutral
anak perempuan keluarga sandwich generation kayak sakit sakit istirahat pikir iya allah sehat;neutral
sejahtera lansia daya produktif lansia cipta generasi milenia genz sandwich generation kasihan hidup sulit;neutral
anak sandwich generation mikir biayain tua pasang hidup bagi anak;negative
orang tua sadar anak titip orang orang jadi anak rasai sandwich generation tertawa akhirat iya pasang hidup pilih buat;negative
jokes gen maaf kaum sandwich generation;negative
waipi jadi keluarga ten sandwich generation;neutral
wkkk kakeknenek anak tau gila harta iya habis cucu sandwich generation;negative
eh kak beda utama iya suami anak tunggal sandwich generation uang morat marit;neutral
oke ayo ikhlas moga nikah berhentiin sandwich generation;neutral
sandwich generation plisssss muak urus kakak orang benalu doang;negative
inti selesai turun sandwich generation uang bisa sisih dana pensiun didik anak turun nabung dana pensiun;neutral
resah sandwich generation enggak bisa gapai cita halang restu orang tua ikhlas biar;negative
iya iya nama sandwich generation;neutral
same punya mother tertawa mah pilih guru disejahterain bantu sandwich generation yasudah pilih baik kuliah universitas didik;positive
istilah sandwich generation dunia budaya timur lumrah bakti orang tua keluarga;neutral
jenuh sandwich generation sadar hidup;negative
anggur harap adekadekku semangat sandwich generation bahagia iso guna dinggo adekadekku moga rezeki teko maneh dinggo urip urip adekadekku;positive
cenderung kakak perempuan probability tahan sendiri tinggal keluarga hiduo sandwich generation laki kabur lepas tulang punggung;neutral
pikir masa putus meni pilih anak sandwich generation;negative
kuat kuat iya sandwich generation hopeless romantic;positive
gadis sandwich generation peluk gratis hubung cerita butuh bantu;neutral
oversharing sandwich generation tuhan menang sedih hidup keluarga bangsawan;negative
jumat siang cerah hangat adik bayar kuliah minggu iya duarrr seferti diebol siang bolong sehatsehat iya sandwich generation;neutral
wkwkwwk let flow wibbb sandwich generation eaaaa;positive
bentar ngeluh teman provide orang tua jujur kesal nasib sandwich generation iya allah;negative
sandwich generation gaji paspasan ngikut jomblo hayat;neutral
iya keluarga sandwich generation lihat kakak kerja iya kerja asih orang tua doang asih suami biaya sekolah bayar adik masalah hamil bwh umur anjing;neutral
anak beban mental sandwich generation anak bontot beban mesti tara capai kakak beban orang tua didik ayom asih cukup anak hidup beban;negative
susah sandwich generation laku lihat bahagiain;negative
keluarga indonesia kecuali adik sandwich generation privilege cabut kerja tulang punggung keluarga rasa apa bijak indonesia ikut update;neutral
sandwich generation anak sulung saudara bisnis option benak;neutral
lihat sikon pasti wajib wajib nafkah keluarga istri anak orang tua adik cowok jatuh abdi bentuk bebas sikonnya dekat wajib nafkah keluarga sandwich generation simplenya;neutral
salah anak siti budak korporat sandwich generation;negative
modaal sandwich generation iniiii etdah;neutral
sandwich generation nangissss baca serasa dikuatin dipukpuk zenrul zenna asrul lantai;positive
oof statement mana simpel orang skeptis narasi dreamy tambah misleading information sebarin video sambung sandwich generation wkwkkw omong salah kerja usaha asing nama nama white orang;negative
enggak mau anak sandwich generation enggak bisa menuhin bakat anak muncul enggak bisa akomodir andal;negative
gen sandwich generation senang makan burger;positive
tangan sandwich generation tangan tajir sono;neutral
habis cetus sandwich generation kali normalisasi kah kasihan adik adik jadi kakak contoh ketemu rumah iya kakak tua hormat jadi patok perilaku adik gws kakak egois;negative
niat foya eh sandwich generation;negative
beli handphone dadak handphone tinggal beli baju skincare sandwich generation butuh orang tua penuh mah gampang;neutral
bantu ekonomi keluarga alias anak sandwich generation;neutral
sandwich generation hehehehe syukur alhamdulilah miskin kerja plaza indonesia;positive
cewek gaji gaji juta jam lembur tanggung apa sandwich generation kontrak kerja absensi bagus ambiltidak work;negative
mah kerja gaji seuprit sandwich generation kesal kuliah;negative
bininye sok update sandwich generation sandwich gen sumur pahala kakak pahala effort;neutral
iya abis takut lulus susah kerja alam kampus kenal jurus kenal program magang bantu habis lulus butuh kerja sandwich generation pandang iya;negative
inti kerja gaji nikmat persetan sandwich generationsejenisnya;positive
kesal orang tua sandwich generation bapak sandwich generation usia tanggung hidup adik keponakan rumah sepupu kota istri anak numpang kerja makan tidur;neutral
bahas selesai iya mari main tulustukar jiwa mari tukar orang kerja kuliah sandwich generation orang nikmat kuliah ajar penuh pie kahan;positive
jenjang karir beasiswa ambil pikir cepat lulus biar keluar kurang nasib sandwich generation boroboro pikir citacita tahan hidup syukur;neutral
tuju impi semenjak pilih lanjut hidup hidup nikmat sayang sandwich generationtulang punggung keluarga hantu tanggung tagih;neutral
mules habis makan sandwich sandwichnya sandwich generation;neutral
iya parah diskriminasi usia lowong kerja beasiswa ekonomi struggling pilih kerja bantu ekonomi keluarga nabung biar kenyam ds sandwich generation;negative
peribahasa bikin indonesia jebak sandwich generation mana orang tua sekolah mengaharapkan rezeki anak dukung anak penuh butuh;neutral
ngopigaya hiduptren sandwich generation tolak riba hitung persentasi naik umk banding persentasi naik harga rumah;neutral
banding banding capai orang orang usia milik tabung kondisi sandwich generation syukur;neutral
syukur kerja tabung luar umur juang cari kerja hidup tabung sandwich generation beban ngelunasi hutang orang tua dsb hidup mandang atas melulu;neutral
bayar perlu sekolah adik bayar listrik rumah oh senang sandwich generation;neutral
meni pasang sandwich generation sabar ikhlas luas luas;positive
kpr kprnya diterusin anak sandwich generation wkwkwkntlwkwkwk;negative
kasihan pikir kakak lahir milenial korban sandwich generation iya brain washed;negative
beban sandwich generation tambah lumrah bantuin kpr orangtua;neutral
ik sandwich generation sulung bantu uang segi mana but cmon nguliahin anak anjing sayang uang oiya mending uang dipinjemin saudara tertawa minimal kelebat pikir oiya anak sarjana iya;negative
gaji kelah sandwich generation kelah inner child kelah ibu wishlist stres gaji;neutral
kakak anak perempuan keluarga sekolah adik lulus kuliah sesuai tinggal sandwich generation insya allah ibadah umroh kali bareng suami doa lancar iya kakak;positive
anak sandwich generation jam gin ngerjain freelance dimengertiin bagi cerita anggap hidup lambat update aunya kerja rl freelance;negative
mimisan minggu kerja segar lulus masuk dinamika ritme kerja padat mentor salah langsung maki staf atas iya sandwich generation keluarga suara grup tugas tugas atas;neutral
gaji kerja tertawa pikir benar sandwich generation iya gaji penuh kasih bayar kontra ongkos kurlep pegang ongkos makan pikir iya;negative
nngis handphone mati nngis doa allah moga nyala alhamdulilah nyala enggak tau handphone rusak ganti handphone tinggal android beli msi mikir sandwich generation anak yatim sehat spya kebel handphone;neutral
wajar menuhin butuh keluarga sandwich generation gaji penuh tidak ada tanggung iya dipertanyakam;negative
iya allah jadi finansial stabil kelak beban ekonomi anak anak sandwich generation anak perempuan minimal punta tabung butuh primer moga anak kelak sukses beban orang tua;neutral
sandwich generation rasai gaji pribadi beli barangbarang finally wujud harap pergi negara asia tenggara tonton taylor swift;neutral
gaji salah coba coba sandwich generation;negative
sandwich generation wkwkwkwk bikin sandwich enakkkkkk;positive
sandwich generation minimal rendah orang mending fokus kerja;positive
ketemu cowok cakep cakep paham agama aktif sosial media sabar main gadis suka kucing prtma kali pacar enggak punya tabung sandwich generation anak saudara ldr putusin;negative
highlight bebas ekspres slogan indonesia more indonesia forever jengah orang kritis takut tukang bakso bentar uu ite suka program gagas simpul sejahtera bahas sandwich generation tegak uu tpks dsb;negative
kerja dik sandwich generation nyekolahin pakai uang uang kakakkakakmu;neutral
gaji lokasi oke kerja oke sandwich generation;positive
kesal tonton doona tau wonjun sandwich generation kerja kuliah biayain keluarga doona ajak libur ajak makan sesuai scene kelas libur ketemu bjir wonjun menang;negative
nihayatul wafiroh visimisi anies muhaimin adakan latih kerja gratis sandwich generation tuju;neutral
anak zaman sandwich generation jeongguk berat nyaman pasang;positive
sandwich generation protes dilakuin asa durhaka suka mimpi anak orang biar fokus ngejar cita cita pikir uang gaji enak bagi;negative
sandwich generation utamain perlu sisa asih keluarga jadi kerja uang habis keluarga sesuai kena phk tidak ada satu nolong keluarga enak tidak tahu;negative
mngkn sandwich generation kebel rumah semangat;positive
anak keluarga rasai sandwich generation bjir mana sisa uang gaji tanggal kemarin tanggal februari;neutral
banyak jadi anak sandwich generation ekploitasi jadi pengahasil butuh hidup kelas timbal gd kasihan anak gitu semangat iya teman insyaallah coming soon bahagia limpah;positive
habis dengar podcast maudy ayunda finance atur gaya hidup sesuai butuh hidup tahan sandwich generation balik hidup gaya hidup sesuai butuh;positive
minimal juta bagus juta juta saudara anjir modus biar dipinjemin uang teman minjem uang usaha pakai orang sandwich generation ah;negative
hadehh save tonton video masak muncul iklan talenannn padal gur meh gawe sandwich generation;neutral
mau girl generation apa daya kasih sandwich generation kakak gapapa rezeki mana uang ngumpul tau suami royal royal orang tua keluarga amin;positive
anak fatherless beban keluarga sandwich generation terima beasiswa buku lover;neutral
cewek gaji work semangat gen sandwich generation gaji dedikasi keluarga;neutral
kadang mikir iya gapai citacita posisi anak perempuan perempuan satusatunya sandwich generation wujudin bentuk cita prioritas dipenuhin;positive
rant sandwich generation kesal sumpah badan remuk rasai hasil menuhin butuh orang rumah juang;negative
sekolah karir mentereng sandwich generation cant hubung;neutral
dompet sepatu menang hubung rasa tokoh sandwich generation kerja keluarga reread menang;neutral
cowk jarang bangga anak cewk prtm keluarga nganut patriark alhamdulilah keluarga adil adekku cowk cewk jerat sandwich generation diandelin;positive
salah sandwich generation hak salah paksa tindak;negative
teman jutabln suami sandwich generation pelit wkwkwkw asai ovt;negative
